Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,5.035092938589179e-4,4.99400892974194e-4,5.083524397516911e-4,1.1607191220548835e-5,7.446536322846526e-6,1.6339286509754443e-5
par/4096,1.0375390940772823e-3,9.608743503674167e-4,1.2573305754369419e-3,3.338128137746481e-4,6.86407536420315e-5,6.755967771742492e-4
par/8192,1.9969155148085453e-3,1.7152709602106038e-3,2.529554191491232e-3,1.0822352370130448e-3,3.75128660563344e-4,1.8890619619001757e-3
par/16384,3.5620162507916356e-3,3.326953491382832e-3,4.261155303537787e-3,1.0375319939360198e-3,2.27108752350021e-5,1.954443051471937e-3
par/32768,6.796376791860631e-3,6.604411747151506e-3,7.515605199972276e-3,9.97878811600197e-4,6.0237020572354244e-5,2.0797603869872e-3
par/65536,1.3156959666649875e-2,1.3069949539208191e-2,1.3257809979572566e-2,1.867139759454071e-4,1.3896190391321966e-4,2.561907211044839e-4
par/131072,2.490620029810288e-2,2.4351984475355477e-2,2.537242662291324e-2,8.390219678874328e-4,6.134258839857002e-4,1.0888969926456857e-3
par/262144,4.791800246773937e-2,4.6138852951840496e-2,4.9468411181775356e-2,2.4697303236636e-3,1.84569348597359e-3,3.2436979212897257e-3
par/524288,8.75867090367579e-2,8.396809771124805e-2,9.356196213602311e-2,6.532205692194525e-3,3.370510037493389e-3,1.0214876488364007e-2
par/1048576,0.16941790955543493,0.1660255442340193,0.17480855169341752,4.962717919965791e-3,1.7083982064385246e-3,6.911398034429535e-3
par/2097152,0.33248992302765445,0.32274961030110716,0.358086574357003,1.5345959427399842e-2,4.600243270680373e-3,2.0961675066841327e-2
