Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,2.6966964850551345e-4,2.525011514962197e-4,2.959020945538337e-4,5.2329537694987086e-5,2.658490870676607e-5,7.722093480434217e-5
par/4096,5.037768998154e-4,4.914317382649797e-4,5.316324941087892e-4,5.424140557960491e-5,1.3564863967880969e-5,9.700509483577858e-5
par/8192,1.429292882020953e-3,1.0855965764974133e-3,2.323725185744325e-3,1.2765209397994253e-3,5.042349177956779e-4,2.309831655656826e-3
par/16384,2.5882683521911186e-3,2.2747681669255345e-3,3.2290216991871503e-3,1.2419221923529553e-3,6.95977558949497e-4,2.114503772131987e-3
par/32768,3.929035076976678e-3,3.670387262294063e-3,4.862425525721668e-3,1.1335120236894813e-3,4.2376741786714304e-5,2.2295825022965016e-3
par/65536,7.929063315288667e-3,7.326015931350082e-3,9.196772614756026e-3,1.7271798447880086e-3,5.015346999847257e-4,2.6994966168744235e-3
par/131072,1.413468551957613e-2,1.4104953820860825e-2,1.4173868247022022e-2,7.231172604082018e-5,4.01484283548423e-5,1.1034506900781718e-4
par/262144,2.8033988454361298e-2,2.7939579546199172e-2,2.833885934847937e-2,2.476166897448301e-4,9.089271805667461e-5,4.457069226638984e-4
par/524288,5.611478292291616e-2,5.548267714293038e-2,5.731930085099208e-2,1.3292830043262266e-3,2.50498782860938e-4,2.0518248409983984e-3
par/1048576,0.11093121761968606,0.11063619232748848,0.11147777886233395,4.650516220170926e-4,1.3060038795399887e-4,6.444993132762217e-4
par/2097152,0.22252309869638542,0.22160193364317013,0.22428982466226444,1.4835958130330134e-3,4.887235219808047e-4,2.1032194652202195e-3
