Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,2.548548254093047e-4,2.4926002835752196e-4,2.649226577275906e-4,1.933030273581055e-5,7.68810290799178e-6,3.011088056088613e-5
par/4096,5.336624205629694e-4,5.038215500889004e-4,6.140514379124525e-4,1.3492080534412354e-4,2.202580344197542e-5,2.667145069234535e-4
par/8192,1.4736537215332308e-3,1.0999070676251512e-3,2.4778753870312465e-3,1.347845891020278e-3,5.68838318024846e-4,2.460434542365687e-3
par/16384,2.2555773959623215e-3,1.93239129055098e-3,3.0689959455555637e-3,1.2489435565894928e-3,4.219517932287705e-4,2.375956563445622e-3
par/32768,4.316403896936409e-3,3.910251695469479e-3,5.287444929544436e-3,1.4784048603470393e-3,9.088182226734228e-4,2.313792249734852e-3
par/65536,7.493750211769081e-3,7.245086058409788e-3,8.380992301317607e-3,1.2454670320261227e-3,3.1205373550145755e-5,2.584286113601618e-3
par/131072,1.4405099546330409e-2,1.4232682305576554e-2,1.4902887932816244e-2,7.683555024075699e-4,4.339503501587128e-5,1.4292592500061705e-3
par/262144,2.9047937092359512e-2,2.827160793694716e-2,3.0985388385581566e-2,2.526567517386875e-3,2.7082574876021196e-4,4.5154890049267276e-3
par/524288,5.936900731228634e-2,5.605258024068352e-2,6.68211170239374e-2,6.4097215053687375e-3,2.3235512238694344e-3,8.535941893047225e-3
par/1048576,0.11148410560327604,0.11107828489288554,0.11191974085578252,5.049842919692639e-4,1.9513626009376396e-4,8.043519891783933e-4
par/2097152,0.23594340427157778,0.23264538533985615,0.23869840793001154,3.0453094439934717e-3,1.30171591570255e-3,4.090540402653161e-3
