Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,4.188295065017085e-4,4.1430390791351356e-4,4.288438171606444e-4,1.9771354131851906e-5,8.376972458239701e-6,3.740908692562645e-5
par/4096,7.895467100263636e-4,7.573535884586575e-4,8.876437590707905e-4,1.6107689397201088e-4,3.14087513297679e-5,3.380086933249164e-4
par/8192,1.5255229061994944e-3,1.4738680623265672e-3,1.7018428382537104e-3,2.9088345116494847e-4,2.238518368283504e-5,6.16723982518902e-4
par/16384,3.6416579217154283e-3,2.9285564074105854e-3,5.650732765775608e-3,2.4606580275399245e-3,1.2075827251311847e-3,4.206846465021302e-3
par/32768,6.3825973975073095e-3,5.343325047593137e-3,8.339606859183198e-3,3.2399749106890577e-3,1.6757712111089551e-3,5.115379971261179e-3
par/65536,1.1547677256170357e-2,1.0384648164446496e-2,1.373530792387159e-2,3.3827490630826116e-3,2.220182003117156e-4,5.768757502421643e-3
par/131072,2.1067729156433877e-2,2.0319278447514345e-2,2.3071625722898788e-2,2.922178972159778e-3,3.352560869904512e-4,5.380760131053809e-3
par/262144,4.053026173906345e-2,3.946186873872678e-2,4.432537843711126e-2,3.418424771520292e-3,5.257381971868523e-4,6.302624749325943e-3
par/524288,7.649823489706106e-2,7.540522481577235e-2,7.72887955508047e-2,1.2852938468367913e-3,8.416162907553423e-4,1.7509755489048344e-3
par/1048576,0.14740142500595046,0.14428295413409137,0.14934334400756172,3.187976908496592e-3,1.0733823337368826e-3,5.096634538906837e-3
par/2097152,0.2903729412208001,0.28587638322884834,0.29818625703454016,5.867254431231317e-3,1.4402885267231283e-3,8.11588278229125e-3
