Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,3.544330660518102e-3,2.892425195660165e-3,5.430088528347642e-3,2.3341565942532803e-3,1.183228931976559e-3,3.9736169206638396e-3
par/4096,3.915283528280834e-3,3.2223046834471245e-3,5.339581791947139e-3,2.3291305560013786e-3,1.09025040852898e-3,3.8797790854467316e-3
par/8192,4.714834361066035e-3,4.053744053043566e-3,6.2701182543255475e-3,2.3086554421215236e-3,7.467519803615575e-4,3.844303587521435e-3
par/16384,6.3670277739872995e-3,5.661186053977246e-3,8.052479565348412e-3,2.3756772023407666e-3,9.333597792136425e-4,4.280454206115606e-3
par/32768,9.775285954383508e-3,9.089984929619701e-3,1.1786160428621843e-2,2.475364083567372e-3,6.959888614157476e-5,4.676341566666549e-3
par/65536,1.8542580092892565e-2,1.640091761312273e-2,2.205130499744017e-2,5.531722877227977e-3,2.72961871929841e-3,8.316735759178604e-3
par/131072,3.721993770006074e-2,3.2241327148959976e-2,4.6390971264637516e-2,1.074411401157664e-2,7.332432475115906e-3,1.4649331794164383e-2
par/262144,6.396055005573979e-2,5.749055371142005e-2,7.726516633322746e-2,1.1759076901776917e-2,5.369967914776048e-3,1.64185068602239e-2
par/524288,0.11372274065049298,0.10926687509636394,0.12578411828366198,1.1297390622122847e-2,6.488926275162663e-4,1.7362036581413113e-2
par/1048576,0.2216229960943262,0.21694937497377395,0.23487280641630706,8.795937203389313e-3,1.2117301396597363e-3,1.243068853211913e-2
par/2097152,0.42791609671742964,0.426488692057319,0.43038212818404037,1.7738462020393886e-3,4.3060818142382374e-4,2.355528441191161e-3
