Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,7.952859738831522e-3,7.7740010170233975e-3,8.362287458918306e-3,1.0839360284481505e-3,5.623182241856571e-4,1.9247302741930018e-3
par/20000,2.03897726121143e-2,1.959258799795806e-2,2.089713885938697e-2,1.1697893153410574e-3,7.052839434542285e-4,1.3808950322811734e-3
par/40000,5.2160678620957336e-2,5.118026037654682e-2,5.3168275465461365e-2,2.706591660207844e-3,1.5348728580171593e-3,3.4163558235622282e-3
par/80000,0.13968288543330012,0.13505388582442082,0.14330271290311097,6.062352410993023e-3,5.100977012769715e-3,8.410194273984706e-3
par/160000,0.34969186414188397,0.3465006775998821,0.3596821181708947,1.2012716396308647e-2,7.916360627859831e-4,1.4345189378517437e-2
par/320000,0.8672955738535771,0.8514996000255147,0.8790527462648848,3.421228531426925e-2,1.1712868077059568e-2,4.1386927779664864e-2
