Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/10000,6.010669306479988e-3,6.006744431947981e-3,6.014449919981547e-3,2.7112148682337313e-5,7.5240160700442595e-6,3.695375316158149e-5
seq/20000,1.615411910337145e-2,1.6053064353030066e-2,1.6204111757402336e-2,1.624473311935988e-4,1.0370064598268881e-4,2.5317347145760655e-4
seq/40000,4.089810909544475e-2,4.067798124227365e-2,4.1171757767737495e-2,7.309009472423598e-4,7.087928501414324e-4,9.82023664547418e-4
seq/80000,0.10008567603109109,9.911349409096011e-2,0.10035043123064849,1.0113587926915393e-3,2.3319044714092746e-4,1.5761447057713177e-3
seq/160000,0.2322650257459221,0.2293247597796532,0.23267981248985356,2.360055368119319e-3,3.7426235015577307e-4,3.0023907916384373e-3
seq/320000,0.5410696301648082,0.5377840294580285,0.5491231343282076,7.991346623647092e-3,2.7737314713124107e-3,9.49834111541695e-3
seq/640000,1.2540648105108023,1.2225147606804967,1.285614860341108,3.652369131687988e-2,2.536734821201529e-3,3.9032454205710734e-2
