Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,9.33865132921567e-3,9.29023966794664e-3,9.811632946982967e-3,1.0701731598720503e-3,6.455156105804064e-4,1.5627644113880284e-3
par/20000,1.7762337841744236e-2,1.7470018402988577e-2,1.846403570238105e-2,1.2326253670233596e-3,1.0081628649623654e-3,1.6820916667948213e-3
par/40000,3.8965657247454585e-2,3.852904943237593e-2,3.913645247649888e-2,2.401268328054731e-3,1.6175055148429942e-3,2.694709941967596e-3
par/80000,9.469673886104295e-2,9.167416230208739e-2,9.854414296390676e-2,7.124097765350113e-3,2.9038997692324613e-3,9.085115866469236e-3
par/160000,0.20712662597005774,0.19644553187148026,0.2261080917928161,2.2249837528123474e-2,2.0595165952424388e-2,2.361145391150122e-2
par/320000,0.4670876987123241,0.4569828069070354,0.47893675059701,1.9625108007939193e-2,1.9353380431321503e-2,1.968817266381685e-2
par/640000,1.0804850449882604,1.056382349440052,1.1026372063497547,5.1191829897309325e-2,2.3343137064403476e-2,6.013474222377137e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,7.147283569516422e-3,6.851023919957274e-3,7.21412667938447e-3,8.146233780922162e-4,5.250676624250998e-4,1.1188498782406721e-3
par/20000,1.3179613319110583e-2,1.285403545094498e-2,1.3384253621358927e-2,1.2610964425618983e-3,1.0351619574447443e-3,1.5041426780764006e-3
par/40000,2.6495246431670966e-2,2.6160051432296383e-2,2.7114746655932394e-2,1.4618086361702616e-3,7.590983695649135e-4,1.7453330849953996e-3
par/80000,5.6976542618228036e-2,5.676696326221834e-2,5.809155473595733e-2,4.621967501319399e-3,4.251580911629274e-3,5.028789984335813e-3
par/160000,0.12281769445336457,0.11762482620820049,0.12763967363765308,1.0106471772441365e-2,3.4446949841129785e-3,1.2652385081214077e-2
par/320000,0.30293237695625674,0.30113666253785293,0.3063564192891742,6.725132410653165e-3,4.830332434456245e-3,7.685130107754652e-3
par/640000,0.6549306491215248,0.6413384455954656,0.6585777415893972,2.359757882869724e-2,2.3017001689469317e-2,2.564493301373096e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,6.269023421746089e-3,6.168670614326059e-3,6.4628126911633116e-3,9.164916281496671e-4,7.197551709242972e-4,1.179393784347085e-3
par/20000,1.264763087653502e-2,1.2270704382537585e-2,1.2865025373494625e-2,1.2684920686262785e-3,9.424666791470992e-4,1.3017051102010549e-3
par/40000,2.3681126806030402e-2,2.3295834578627134e-2,2.4227143035668683e-2,1.7080008823325173e-3,1.0765381653418935e-3,2.285764648994616e-3
par/80000,4.885722831311067e-2,4.8502809575986475e-2,5.067396953241739e-2,4.756701756059105e-3,4.422800199325218e-3,5.462963317025655e-3
par/160000,0.10708242711523626,0.1046854448544783,0.10951084978884656,9.969139236170144e-3,7.150838841486714e-3,1.2202017924018628e-2
