Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/10000,8.88509930697908e-3,8.715739027397753e-3,9.270425340750774e-3,9.928729330599757e-4,6.725998440237579e-4,1.322014137322121e-3
seq/20000,2.276196428104929e-2,2.2253566640478086e-2,2.3282967468462822e-2,1.8494058483689796e-3,1.164019462920435e-3,2.4493209347813617e-3
seq/40000,5.411278158016057e-2,5.290446516187514e-2,5.563913034646735e-2,3.0986854340332e-3,2.801227293904569e-3,3.2309873971353028e-3
seq/80000,0.133462709263369,0.13003028676466782,0.1406563278665306,9.376646737785094e-3,5.698572839547034e-3,1.0978897485992628e-2
seq/160000,0.3095539271707336,0.3053857981227338,0.31420443576450147,6.044895559313348e-3,1.867242515941431e-3,7.440927872628504e-3
seq/320000,0.7512743406017156,0.7469358876114711,0.7552019121552197,1.1303627433448869e-2,0.0,1.3835105320198236e-2
seq/640000,1.8503854420268908,1.8471119238529354,1.8545175862964243,7.1524413535884995e-3,0.0,8.512851742385353e-3
