Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,5.85546722695955e-3,5.8421044469700815e-3,5.869680682661772e-3,9.742864938849787e-5,9.088087121606634e-5,1.1020479440468294e-4
par/20000,1.680417976597688e-2,1.6749862906249833e-2,1.6863089372852212e-2,1.841777818073943e-4,1.380415761896357e-4,2.307272865950927e-4
par/40000,4.142509897409527e-2,4.13239314546545e-2,4.1571926973373086e-2,3.042399869712044e-4,2.5134041772954455e-4,4.269659560744614e-4
par/80000,9.545192441776168e-2,9.463473400396723e-2,9.580674168294069e-2,7.520167135602608e-4,2.639362812137617e-4,1.1453921301552827e-3
par/160000,0.21997446287552724,0.21938523614598024,0.22063285876453542,1.3195920281166582e-3,6.655318652588956e-4,1.7887932158315398e-3
par/320000,0.5055653849170388,0.5052325541619211,0.5078462216964302,4.425144400572253e-3,3.5224430842513074e-4,4.512694026308056e-3
par/640000,1.1536790353226631,1.1514167176404349,1.1613524815475103,8.20554577628687e-3,2.148686438637557e-3,1.0007992851400393e-2
