Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,1.0285292369208918e-3,9.763982479061308e-4,1.2267124793138094e-3,3.1152127893623803e-4,1.2779894282700173e-5,6.601554861940136e-4
par/4096,1.9742606929238596e-3,1.9249292948200348e-3,2.203174475110777e-3,2.9928677768764687e-4,1.0162128524143126e-5,6.861159737677335e-4
par/8192,3.8107012390139225e-3,3.8004396884168037e-3,3.8355745123519512e-3,5.142316286380303e-5,1.2010186193483248e-5,9.734290293385106e-5
par/16384,7.389678287748245e-3,7.338769513476419e-3,7.477907872279716e-3,1.5343093251743843e-4,9.619395849463791e-5,2.5719467372863086e-4
par/32768,1.4964415519311493e-2,1.4823307887749666e-2,1.5050282985640684e-2,2.110912585061309e-4,1.0319121056182562e-4,2.9909052341867734e-4
par/65536,2.977804342955027e-2,2.9246518804577983e-2,3.0144233928675036e-2,7.334386296433201e-4,1.3160074105683845e-4,1.0305171973262201e-3
par/131072,5.976811343378826e-2,5.8915326891609436e-2,6.026244951186307e-2,1.0508514605235403e-3,4.674815473906154e-4,1.8467612843617335e-3
par/262144,0.12036104003082507,0.11994419444845768,0.12108223837567493,7.132786798118931e-4,1.795107426482013e-4,8.862997369882308e-4
par/524288,0.24478344950048875,0.24114496871829033,0.24871644789353012,3.8444665722632745e-3,1.7090531845800833e-3,5.623268909916035e-3
par/1048576,0.470785228011664,0.46514206746360287,0.47520384582458064,5.5980436174207365e-3,2.129383385181427e-3,7.745560593649155e-3
par/2097152,0.9703118934315474,0.9658118498919066,0.9738858842465561,4.484879731209618e-3,8.078779210336506e-4,6.215394544137576e-3
