Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,9.777455410987141e-4,9.069009880107366e-4,1.1561202546857153e-3,3.117800313554462e-4,5.138431382333767e-5,5.904788181505307e-4
par/4096,1.86687158129657e-3,1.812440421031219e-3,2.0441381517786804e-3,2.8297164798873225e-4,5.359017321171481e-5,5.990988471285769e-4
par/8192,3.608837658592343e-3,3.561177432709832e-3,3.6571995960749107e-3,1.1872504728818811e-4,1.0338775025525811e-4,1.4829437256594867e-4
par/16384,7.218884980069738e-3,7.117393480842581e-3,7.32302057872455e-3,2.2203638630368866e-4,1.9114696904845238e-4,2.512196528358414e-4
par/32768,1.4230951844974174e-2,1.40054327646299e-2,1.4461454913425134e-2,4.682906707954354e-4,3.8303870979181125e-4,5.944458823998599e-4
par/65536,2.8360733087343493e-2,2.7982821433469907e-2,2.902501147133007e-2,7.486549638357062e-4,4.834774257094881e-4,9.148653233686878e-4
par/131072,5.579595802963839e-2,5.5550978887053626e-2,5.6530746079860604e-2,5.842784529413313e-4,1.1255669589237003e-4,1.0142503730938288e-3
par/262144,0.11863394920718358,0.11687147158192515,0.11928095315150651,1.628857362130836e-3,1.176103545284554e-4,2.4923875467016063e-3
par/524288,0.23339307584230684,0.2267962937708944,0.23914064715305963,7.137393542867732e-3,2.408463572856928e-3,8.80648919509186e-3
par/1048576,0.4441682328082,0.44199438742361963,0.44654630586349714,2.2860015308923736e-3,4.893892910331488e-4,3.0285112761733036e-3
par/2097152,0.8919356801682928,0.8855000879848376,0.8988701273628976,7.455230997006879e-3,5.887212879625186e-3,8.03178577092676e-3
