Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/1024,4.213811198552372e-3,3.8592040844278625e-3,4.857026785421131e-3,1.2025036448842777e-3,7.778030253599945e-4,1.8856763320855676e-3
seq/2048,9.556693500291482e-3,8.816217147181069e-3,1.0819259278556667e-2,2.0471080220120885e-3,1.3419832713284713e-3,3.0629301982653383e-3
seq/4096,2.174900636358979e-2,2.0308379061389114e-2,2.4282785337404102e-2,3.2331808855439537e-3,2.0155506863043836e-3,5.164779723144761e-3
seq/8192,5.026172240474296e-2,4.768431834036316e-2,5.3719918448250935e-2,4.5963600081313305e-3,3.026140179152833e-3,7.186472919198848e-3
seq/16384,0.12665618300455944,0.11857430875811371,0.13941979128624857,1.1133369025830002e-2,5.55103060867296e-3,1.7107775665262157e-2
seq/32768,0.28472694569888213,0.2560302931815386,0.30532127294378975,2.573226122940599e-2,9.20392450403193e-3,3.710353869191938e-2
seq/65536,0.674196659703739,0.6566994328750297,0.7083381819538772,2.3682832046833857e-2,2.889348194003105e-3,3.126527305769618e-2
seq/131072,1.5004279512892633,1.4911265588889364,1.5183880268596113,1.2497281180187145e-2,2.014386487038222e-3,1.6422459189815043e-2
seq/262144,3.4664802338229492,3.4376307976199314,3.542157447896898,5.061005257543735e-2,3.8484553806483746e-4,6.151489927614289e-2
seq/524288,8.079096663801465,8.00057441793615,8.159949501627125,8.351053573487581e-2,1.8774389871396124e-2,0.10420021441290106
seq/1048576,17.960925366787706,17.55520806927234,18.15659201296512,0.28618613023669975,4.6493039582856e-2,0.3740519506959517
