Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,7.865028092495804e-3,7.4193403597840905e-3,8.085649307528048e-3,9.11492349568987e-4,6.185206261896827e-4,1.1795428546701188e-3
par/20000,2.0618512192614413e-2,2.012902079724365e-2,2.0678083497835224e-2,1.0070227008854575e-3,7.212934502631032e-4,1.2998479980149125e-3
par/40000,5.151155619889019e-2,5.08866926501247e-2,5.2392244942144624e-2,2.306565107652224e-3,2.1395977212404324e-3,2.7309476415305527e-3
par/80000,0.13466319621289757,0.1337476329884902,0.13683988319895607,4.3110152994504e-3,1.8912890514272132e-3,5.863768305315695e-3
par/160000,0.3367007712367922,0.3255271043162793,0.34257814928423613,1.0682069200385133e-2,5.956581328064203e-3,1.142004965017213e-2
par/320000,0.8387895247918399,0.8232663033704739,0.8504307086404879,2.7892040559025794e-2,2.483893665154853e-2,3.584934426526318e-2
par/640000,2.0806059086850532,2.0634403481381014,2.10385300940834,4.0500669734156586e-2,1.6369692065166908e-2,4.8078695875389925e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,8.451584755608327e-3,8.3048512504244e-3,8.744341522862945e-3,7.990972442969148e-4,6.952346055870609e-4,8.944863759783796e-4
par/20000,2.1555992456319985e-2,2.126143845408001e-2,2.1937695156105528e-2,1.5330688225158318e-3,7.768223335057046e-4,2.0469016737499177e-3
par/40000,5.309555502689818e-2,5.2959520638153686e-2,5.396081184630594e-2,2.49373037400412e-3,2.49373037400412e-3,2.49373037400412e-3
par/80000,0.1338420739847823,0.13064772282225368,0.13817088920900245,6.746286796255113e-3,5.685576543708895e-3,9.082473549536613e-3
par/160000,0.3232580827906107,0.31710308700179063,0.327190113364098,7.014661777786363e-3,7.014661777786363e-3,7.014661777786363e-3
par/320000,0.8163848154072184,0.8138415339635685,0.8195364399580285,5.890506351764943e-3,4.297475288410092e-3,6.650525488791082e-3
par/640000,1.981013862270629,1.9621380079188384,1.988335212081438,3.3588250749138515e-2,7.208188239019364e-3,3.7751708703581244e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,8.863458845012339e-3,8.674122131226036e-3,9.093746528056529e-3,8.431941393145147e-4,7.106928275634115e-4,9.870899693089842e-4
par/20000,2.2291873772425853e-2,2.173849362658039e-2,2.2895824988807444e-2,1.6142673317611188e-3,1.2888630740329951e-3,2.3492874621085682e-3
par/40000,5.347990803489687e-2,5.273265247251581e-2,5.400304632866135e-2,2.561346855304165e-3,1.3722676771063674e-3,2.8829949113512213e-3
par/80000,0.13003226421541988,0.12747502891115367,0.13211017403712805,5.847054382572277e-3,3.11510952038823e-3,7.268926017090252e-3
par/160000,0.3110057169400776,0.30761975665266317,0.31288918676475685,5.079084138799386e-3,4.343809086500197e-3,5.438601098113987e-3
par/320000,0.7807268385852998,0.777039717087367,0.787337950799459,1.2320592854656186e-2,7.392149682306677e-3,1.5267709665950594e-2
par/640000,1.9115683779042836,1.8955738309111136,1.9315510876088715,3.106666363409228e-2,1.6449821992252714e-3,3.8582806247516394e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,9.307697740868629e-3,8.844471562838869e-3,9.48240205812397e-3,9.892840012094824e-4,9.243166532425443e-4,1.1515325115697681e-3
par/20000,2.3261513113556797e-2,2.2906213382499093e-2,2.357451340454376e-2,1.4521109062248948e-3,1.0177081386603922e-3,2.1511379785266334e-3
par/40000,5.6895674238410486e-2,5.6570057179405886e-2,5.704391436588522e-2,1.8370271008285462e-3,1.2843806572141814e-3,2.1662485600729463e-3
par/80000,0.1363694750441244,0.13394781032818304,0.13718381633758933,8.370482064148263e-3,2.980738286135283e-3,8.745474941631587e-3
par/160000,0.3156538243452087,0.31157101619988675,0.3174869143869728,7.175687203041994e-3,2.1116604171583725e-3,7.888471260066011e-3
par/320000,0.7875967175641563,0.7750885563727934,0.8021029463852756,2.231175711814599e-2,3.771949639709997e-3,2.5395272317498947e-2
par/640000,1.9396117974150304,1.906757821503561,1.9621022137774464,4.009072548687558e-2,1.7643481738151803e-2,4.4980832724832e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
