Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/1024,2.7154553195079096e-3,2.679478957610907e-3,2.760776768976974e-3,2.681585444787944e-4,2.2882149426546423e-4,3.1996816552842816e-4
par/2048,8.301626772724743e-3,8.22726092737517e-3,8.429522656274231e-3,5.247602448346735e-4,4.5770904913592503e-4,6.174039790623367e-4
par/4096,1.8463560171352304e-2,1.823449113531668e-2,1.891812244934896e-2,1.1459679021191117e-3,8.590390807123998e-4,1.4839011198349008e-3
par/8192,4.0088006084759625e-2,3.9757851766236425e-2,4.062689194388818e-2,1.8912234689377678e-3,1.2502370032204115e-3,2.384307101708927e-3
par/16384,8.90997416710696e-2,8.843648765894623e-2,8.964423435142473e-2,1.6020268521164131e-3,1.25228305993584e-3,1.9728398420733894e-3
par/32768,0.20552914740807401,0.20486594858412358,0.20764872878125953,4.380472832220973e-3,2.0569088281806986e-3,6.892092500900671e-3
par/65536,0.45247991100547286,0.4497700870328161,0.4544557032474993,6.181975103900071e-3,4.721908384932281e-3,7.625495335335876e-3
par/131072,0.9993746317769707,0.9860879586846243,1.0133040511089995,2.0661724514471496e-2,9.613983025791823e-3,2.82846801487662e-2
