Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/1024,9.629202752291983e-4,9.486715784716746e-4,1.0009471662974913e-3,1.551455777255433e-4,1.0313033764662948e-4,2.1306745833655466e-4
par/2048,4.05729423727245e-3,3.977933128581532e-3,4.148704367509996e-3,2.751170610072773e-4,2.4189497222510743e-4,3.068274175967214e-4
par/4096,1.264518270918378e-2,1.2553535710231102e-2,1.2763592827691213e-2,6.57851701029549e-4,4.956775272366268e-4,8.429006485740301e-4
par/8192,2.877296259440481e-2,2.848868842438716e-2,2.9085424966801082e-2,1.1557666450709289e-3,8.178392134970786e-4,1.5955371604321096e-3
par/16384,6.392219211049513e-2,6.338844834136956e-2,6.42992329674409e-2,1.8348179005220314e-3,1.096674830587638e-3,2.9247530338520804e-3
par/32768,0.14647796545879913,0.14505379997907505,0.14751757111554645,3.2989402906746816e-3,2.8073169243891345e-3,3.723354561018749e-3
par/65536,0.33225706178297704,0.33055236679519,0.33376320755621613,4.048359077733927e-3,2.693613340135142e-3,4.891879998740278e-3
par/131072,0.7080767433617788,0.7051595019543524,0.710457834902682,4.6021500752963865e-3,2.9278279284880564e-3,6.652322545155861e-3
