Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,4.565916617198832e-4,4.485610562012488e-4,4.6174178016010356e-4,1.748600238860434e-5,1.0974574986326953e-5,2.5159108394628984e-5
par/4096,1.1171518783065577e-3,9.43066997220389e-4,1.517331955141037e-3,6.623436040349449e-4,6.223819905744614e-5,1.239794923278266e-3
par/8192,2.0013054819378673e-3,1.8641967572196176e-3,2.3828935668663734e-3,6.130941761886263e-4,5.012880569700226e-5,1.254900222029662e-3
par/16384,3.505014087268678e-3,3.396662058123627e-3,3.8746976145418053e-3,5.915096281208823e-4,9.22172349146483e-5,1.2386930409410836e-3
par/32768,7.366951789632926e-3,7.2361403369103185e-3,7.436213491412661e-3,2.1624666236191146e-4,5.534079929477625e-5,3.3161296292071805e-4
par/65536,1.4052416080077278e-2,1.3781358583878627e-2,1.4340480332776162e-2,6.116945994432784e-4,4.840898340000302e-4,6.892887313886984e-4
par/131072,2.859879317237511e-2,2.777239543059856e-2,2.9411409560166673e-2,1.4072832687391352e-3,9.064423304656406e-4,1.5256852866358161e-3
par/262144,5.704872402984191e-2,5.509023837978804e-2,5.838908697133539e-2,2.4618627964718112e-3,1.234816410534777e-3,2.9454317745468764e-3
par/524288,0.11820762402210329,0.11757383082883843,0.11855822291164216,6.614923399249315e-4,2.1618803475374342e-4,1.0220347739243534e-3
par/1048576,0.22936611608990157,0.21602045570034534,0.23615079468193775,1.0425414249163939e-2,2.983882307273887e-4,1.227254796805173e-2
par/2097152,0.47280911303823814,0.47099796729162335,0.4742941332515329,1.5677422891325666e-3,4.451894201338291e-4,2.0315574200247843e-3
