Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,4.213497041370113e-4,4.1376665973838673e-4,4.2979279680577524e-4,2.23838953185293e-5,1.966559274368483e-5,2.949364170945269e-5
par/4096,1.048669164525888e-3,8.952483210333961e-4,1.532422919531209e-3,6.079585242826571e-4,1.9494747525135314e-4,1.220274432577177e-3
par/8192,1.8374868790029543e-3,1.7221908957245663e-3,2.149261688808934e-3,5.489232771537046e-4,2.6759182578610114e-5,1.0697604468814907e-3
par/16384,3.448458375106187e-3,3.362328523290251e-3,3.7825204144128132e-3,5.206650225435227e-4,1.0700465970632294e-5,1.1003099130376213e-3
par/32768,6.617221880578171e-3,6.597114424605654e-3,6.640990797024228e-3,5.085525284006968e-5,3.894524959850779e-5,6.314064097058933e-5
par/65536,1.3160844771895676e-2,1.3033517665190085e-2,1.321229732412995e-2,1.774782588156704e-4,5.776563799137234e-5,3.4294877649754257e-4
par/131072,2.6158117107851448e-2,2.5671406129031137e-2,2.6410916369183045e-2,6.009635365556239e-4,7.410932818518274e-5,9.022328194920645e-4
par/262144,5.271005911640684e-2,5.2620896781291386e-2,5.2876019278399765e-2,1.7449763880775712e-4,8.13691609121439e-5,2.775634772846703e-4
par/524288,0.10544526016502272,0.10531584291975137,0.10564705711030574,2.1138144083186414e-4,1.1521313934604582e-4,2.812475494814278e-4
par/1048576,0.21082398353092788,0.2104926301528596,0.21147694649019588,5.569347023668135e-4,1.6307145515309125e-4,8.001868500165448e-4
par/2097152,0.40724695751365897,0.39835465350188315,0.41604235355043784,9.255928626994073e-3,2.0805099711361076e-3,1.2922494522125828e-2
