Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,4.319485386291652e-4,4.2883945047700713e-4,4.3596542947366466e-4,8.851701388059901e-6,7.101969031640616e-6,1.0223725319420053e-5
par/4096,9.634100944604049e-4,8.385679595805648e-4,1.357723520650094e-3,5.614149834785458e-4,2.4810789387015917e-4,9.890197930297593e-4
par/8192,1.660883030867206e-3,1.548100169358471e-3,1.9919416391485497e-3,5.323254486214461e-4,9.070844572599268e-6,1.0439757023599078e-3
par/16384,3.1798178037007172e-3,3.0910577545550273e-3,3.5773993502319795e-3,5.010438048294421e-4,5.528273226022921e-5,1.1387921189275464e-3
par/32768,6.0191443126369e-3,5.9932811841139225e-3,6.0578760534279056e-3,7.825480596816604e-5,5.233961455637861e-5,1.152510142529316e-4
par/65536,1.2187459844744295e-2,1.217270737908679e-2,1.2200456775811054e-2,2.8233002368842165e-5,2.0190802025892773e-5,3.748779350115582e-5
par/131072,2.412818542866986e-2,2.4105216608614664e-2,2.4168790910660255e-2,4.6849191706925594e-5,3.231634796275662e-5,6.738415984220206e-5
par/262144,4.8056640685220864e-2,4.800315013428566e-2,4.824345558242115e-2,1.6205056315035126e-4,2.9405601575541504e-5,2.9691556641208816e-4
par/524288,9.615090912931913e-2,9.600234754164695e-2,9.641257589941638e-2,2.336313250239809e-4,9.964349866806957e-5,3.352440901718272e-4
par/1048576,0.19191741314716637,0.19166546233464032,0.1921090877537305,2.403347339351265e-4,1.1198968445461102e-4,3.525814542452328e-4
par/2097152,0.383387463982217,0.383122431114316,0.38359200820559636,2.160388191031306e-4,4.4301385059952736e-5,3.011323313522658e-4
