Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,7.6102101854763436e-3,7.399200118137618e-3,7.857708310144953e-3,9.157480759654521e-4,5.204386113872992e-4,1.1480242803140331e-3
par/20000,1.4832704531988379e-2,1.4589720382943693e-2,1.523876358078109e-2,9.574457928821216e-4,6.930605878030513e-4,1.1295405999372501e-3
par/40000,3.342964956300229e-2,3.2648822528243686e-2,3.460087127822344e-2,2.393462173936753e-3,1.7314936175251512e-3,2.894593607088591e-3
par/80000,8.560993541085664e-2,8.355974619263887e-2,8.93309886529783e-2,6.229472043752529e-3,4.436587129898512e-3,7.890170093423899e-3
par/160000,0.19619600428915066,0.19044792126967677,0.2045554915158492,1.4964021619658098e-2,1.0700636292735708e-2,1.8357863842877926e-2
par/320000,0.45840472241980024,0.4469548962370027,0.4698545486025978,2.228694773608938e-2,9.633612915719604e-4,2.2736687478158896e-2
par/640000,1.182996759346376,1.169224197549435,1.1894463471059378,1.326776518077785e-2,1.6164327195534733e-3,1.5077195671860317e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,5.798720642929197e-3,5.726689164932735e-3,6.012135820561734e-3,7.044480119586148e-4,5.593431418765376e-4,9.247233790965629e-4
par/20000,1.2048705472317935e-2,1.1925401019140379e-2,1.2213231291346638e-2,9.311424097903218e-4,7.703524319834619e-4,1.0620051344151012e-3
par/40000,2.3278608658667047e-2,2.2887351547559536e-2,2.3937556126040444e-2,1.402286960335885e-3,8.223609014529568e-4,1.6133101305740112e-3
par/80000,5.194410298802183e-2,5.0742769568949145e-2,5.3367463236539035e-2,3.3458644672708076e-3,1.981510285512167e-3,4.214021975588776e-3
par/160000,0.12306001326471146,0.11911965541657991,0.12318082447274632,1.3047734832128326e-2,1.0751249113450314e-2,1.394996352696445e-2
par/320000,0.3111747724950934,0.30958123443803437,0.31227557722168664,3.6464517438506766e-3,3.2700017494760717e-3,4.043676095197251e-3
par/640000,0.7399822295992635,0.7330407305853441,0.7483957926742733,1.5048148231111912e-2,9.35992941289846e-3,1.6030705297063512e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,5.112844254805004e-3,4.969655088603982e-3,5.2652768170628065e-3,7.679819872861176e-4,5.117910182277495e-4,8.613329636698538e-4
par/20000,1.0392786628461468e-2,1.0316465945757977e-2,1.0715996560833808e-2,9.664531075207915e-4,6.753806979046852e-4,1.1750742805232987e-3
par/40000,2.1575906409294764e-2,2.125966487587479e-2,2.18098214633888e-2,1.6894799684843494e-3,5.556360937188874e-4,2.1423365675413706e-3
par/80000,4.729475209746519e-2,4.678874275707291e-2,4.859359292743763e-2,3.5326202301688334e-3,2.2974920448747935e-3,4.09741658449103e-3
par/160000,0.11492127609290903,0.1053446472356362,0.11585227840557873,1.0224530964845416e-2,8.578981321397292e-3,1.074719394693247e-2
par/320000,0.2510336261723811,0.25042280965484676,0.2541040293034166,6.294715237123452e-3,4.433366987630391e-3,7.43921772292504e-3
par/640000,0.6338056533034736,0.629921805569514,0.6465293434157502,1.7898508646054443e-2,1.7898508646054443e-2,1.7898508646054443e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
