Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/1024,5.0522394469688725e-3,4.475017395003499e-3,6.198045161837682e-3,2.100665774950307e-3,1.0978134712769088e-3,3.492868733732849e-3
par/2048,6.736785947558504e-3,5.956643919218853e-3,8.256098229515585e-3,2.5917509350535106e-3,1.5840810584796686e-3,4.1915701748392615e-3
par/4096,1.031808732824843e-2,9.14185380534948e-3,1.2788431736225488e-2,3.4765305583554403e-3,1.1860319393318117e-3,5.734312493438549e-3
par/8192,1.7707669711173442e-2,1.553123377418265e-2,2.1211994844173326e-2,5.447272571448728e-3,3.330987528369043e-3,8.065519358374604e-3
par/16384,3.847833763573584e-2,3.297818681543325e-2,4.847728835199176e-2,1.0055605945006364e-2,6.812856585946527e-3,1.5065340581217421e-2
par/32768,0.10040187762331175,7.961637762556267e-2,0.11235601577884806,2.0280341854432553e-2,5.663386028230244e-3,2.7285547670079915e-2
par/65536,0.26356657601116845,0.18995876076320806,0.3078395130081723,5.839295400874176e-2,1.6260014006280916e-2,8.477243737687606e-2
par/131072,0.6108963436175449,0.5428119651041925,0.6385261040607778,4.6805519014191214e-2,5.152797132420062e-3,5.972303710906114e-2
par/262144,1.337046088767238,1.3022983428672887,1.374697303690482,3.790068202335448e-2,8.39130929671228e-3,5.250292957288618e-2
par/524288,2.903950155421626,2.8349048701347783,2.991328709060326,7.296747176356509e-2,4.985430743545294e-3,0.10298839173365568
par/1048576,6.214221650346492,6.185368757074078,6.235708661843091,2.5328422917943846e-2,1.7253437777981162e-2,2.9190920774583986e-2
