Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,3.8474743072470754e-4,3.7256644615923473e-4,3.963454752415222e-4,3.445953755828442e-5,2.573942913876871e-5,4.4290976352559176e-5
par/4096,6.835879545821845e-4,6.602983698943432e-4,7.097520350935263e-4,6.712683117781975e-5,5.183018632598125e-5,8.88202889659565e-5
par/8192,1.70039900451374e-3,1.401728095926007e-3,2.3579671806765075e-3,1.112657885117258e-3,3.8000841572833396e-4,2.0858586354257397e-3
par/16384,3.2665666226772434e-3,2.654284303883524e-3,4.317082176004742e-3,2.1489617274000413e-3,1.0344492014853117e-3,3.570478619899205e-3
par/32768,5.65216279927748e-3,5.1152230236550895e-3,7.247189101228698e-3,2.0568035866831173e-3,7.747860329730795e-4,3.932601540243396e-3
par/65536,9.757976717103791e-3,9.259563776470792e-3,1.1242510429177606e-2,1.9232709617413185e-3,5.802718766097889e-4,3.778509286351409e-3
par/131072,1.888086475038221e-2,1.8195489884805276e-2,2.1555979066040704e-2,2.516994089764012e-3,6.738340272167619e-4,5.05012414714566e-3
par/262144,3.385924499757673e-2,3.2743918876859915e-2,3.459835819652207e-2,1.417316508387896e-3,6.952583581249691e-4,2.1456957364074307e-3
par/524288,6.644157448259365e-2,6.480885120149346e-2,6.838031693695965e-2,2.191227608156802e-3,1.252503070954586e-3,3.411183923696727e-3
par/1048576,0.12953923024241312,0.12686878796569848,0.13200952799213284,3.0413012953742235e-3,1.8961601786130304e-3,4.0054829914982085e-3
par/2097152,0.24658928005645672,0.24319605811499062,0.255381144133086,6.4625838640576146e-3,1.5690507597504195e-4,8.308544700337811e-3
