Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/10000,4.838900343780694e-4,4.83654209974779e-4,4.839992054296373e-4,1.9680261620058364e-6,1.4859337026534945e-6,2.2690985009024667e-6
seq/110000,5.825942146237125e-3,5.818486035145064e-3,5.834139040803004e-3,3.336037170676963e-5,2.3009700463350083e-5,4.330147031146515e-5
seq/210000,1.0749672657022646e-2,1.0734256070586668e-2,1.0760929896219925e-2,5.851334418260776e-5,4.1304832008764865e-5,8.006569179810388e-5
seq/410000,2.1217154390490347e-2,2.1174958488184827e-2,2.1268543150853518e-2,1.6477275108649328e-4,1.3433105032619776e-4,1.7531973422765378e-4
seq/610000,3.2275647794779504e-2,3.221904686584762e-2,3.238707955921624e-2,2.5672836166616854e-4,8.85022142343674e-5,3.2104994173373446e-4
seq/810000,4.178406481004861e-2,4.174910109805559e-2,4.181441485660021e-2,1.059993996184363e-4,9.463585236449607e-5,1.144540236927143e-4
seq/1010000,5.4210673046038736e-2,5.409121309450836e-2,5.449369225160272e-2,4.4466341034223657e-4,1.2888049848780399e-4,7.606985738136961e-4
