Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,6.332912394293558e-3,6.324531523585559e-3,6.343357275527817e-3,5.7478136447966764e-5,5.6606587659638914e-5,6.229178894485957e-5
par/20000,1.4076311557359748e-2,1.3992808460076906e-2,1.4198187974041576e-2,2.9994815326742346e-4,8.862900840962693e-5,4.544728559560783e-4
par/40000,3.354868278960558e-2,3.329107265324613e-2,3.3818832510531555e-2,1.0027389378687152e-3,5.558759933524113e-4,1.2010013144348787e-3
par/80000,7.957394500665868e-2,7.908008758732606e-2,8.010443958028826e-2,1.4990890263142642e-3,1.3426917865945135e-3,1.9507998017075647e-3
par/160000,0.1856875823577866,0.18490334826573315,0.18694265119524467,2.1747397487056007e-3,1.0198990293246602e-3,2.862652710141847e-3
par/320000,0.41999529450549744,0.4171782060293481,0.4228123829816468,3.8223913074563872e-3,3.0990657638104097e-4,4.8187574999119355e-3
par/640000,0.9346990750248855,0.9313929203393249,0.9360943749391785,5.123124110493901e-3,4.486371921610396e-3,5.925612869118361e-3
