Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,7.981247355543226e-4,7.803950932292413e-4,8.087773045583737e-4,2.898344413967274e-5,2.2123911512101693e-5,3.572393977729601e-5
par/4096,1.2678202604340175e-3,1.0686891289800977e-3,1.7609303164543234e-3,7.959613508866757e-4,2.6712866067605666e-4,1.5072757191351318e-3
par/8192,2.0366117035763897e-3,1.6500813269488108e-3,2.8236848186032784e-3,1.2851847131658137e-3,3.364565171299714e-4,2.448352658278563e-3
par/16384,3.2430637792117503e-3,2.885382899132288e-3,3.968621855604852e-3,1.4087455045163587e-3,4.998045960219892e-4,2.5474815851447546e-3
par/32768,5.676768105803653e-3,4.842539689999858e-3,7.417252836897473e-3,2.7366638778828643e-3,9.005491688715049e-4,4.200610435410277e-3
par/65536,1.3828585264161085e-2,1.0617605521543297e-2,1.8801620863254608e-2,7.402155252927609e-3,4.984287977457177e-3,1.0366121503191272e-2
par/131072,2.1642958191104206e-2,1.843411664874534e-2,2.7637465792536803e-2,8.170491032519317e-3,5.359810177875423e-3,1.2357670782514351e-2
par/262144,3.611008742094502e-2,3.223700532086056e-2,4.3353218033132794e-2,8.52304975388217e-3,3.850459741612756e-3,1.25452335290162e-2
par/524288,6.607456734653903e-2,6.2201203606702914e-2,7.494337160423137e-2,8.683561964126507e-3,2.3017944478761522e-4,1.2316596399429402e-2
par/1048576,0.12567605851079514,0.12148994958261028,0.1373761673868146,1.0849296346801015e-2,4.212076791568053e-4,1.6663524644662413e-2
par/2097152,0.24664511393290015,0.24190567708108573,0.2586424787994474,8.942161987041002e-3,5.747251259566565e-4,1.179871614434522e-2
