Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,5.08398181611768e-4,5.018757083445958e-4,5.178321756254307e-4,1.9425265556776416e-5,1.5114804656968861e-5,2.390188884629177e-5
par/4096,8.061724715642045e-4,7.690721361064425e-4,9.48826478225736e-4,2.1155602391728295e-4,3.168559130787017e-5,4.4533252833532866e-4
par/8192,1.4567537950697252e-3,1.322232274008605e-3,1.8501057938350562e-3,6.383149067855144e-4,6.379662245443378e-5,1.2656919075724707e-3
par/16384,2.648978056157082e-3,2.4331618901740895e-3,3.1316888427183687e-3,9.533043849508379e-4,1.1818231818431157e-4,1.7759231685551872e-3
par/32768,7.249033494754928e-3,5.825623696908507e-3,9.649792701558168e-3,4.553648238538522e-3,3.0767619918125157e-3,6.324578075948446e-3
par/65536,1.1923267948852375e-2,1.0146745857028083e-2,1.5638931424636227e-2,4.90262705545641e-3,2.921159678726067e-3,7.242843451860686e-3
par/131072,2.0841242990213726e-2,1.870345553616922e-2,2.6442917419368477e-2,5.478869965081893e-3,2.6910790225731806e-3,8.55857091654756e-3
par/262144,3.562052034984838e-2,3.370005981378048e-2,4.126178488623639e-2,5.208859953265847e-3,1.2601143050171926e-3,8.765142209297468e-3
par/524288,6.706366801769309e-2,6.484819796296999e-2,7.287701966174297e-2,6.1667211970882945e-3,7.689194969633844e-4,1.0317241978186278e-2
par/1048576,0.1275018249122132,0.12583010606543948,0.13318735755165106,3.956492703831677e-3,6.557988283715159e-4,5.966596023896753e-3
par/2097152,0.2465437355420242,0.24436207078397273,0.24818256257101892,2.023835035384925e-3,7.259084877270887e-4,2.709002666149836e-3
