Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,4.853875745429533e-4,4.8146879325092424e-4,4.900866519122363e-4,1.2534990622205855e-5,9.689259850460536e-6,1.614355305681078e-5
par/4096,7.944189905495974e-4,7.630237362961847e-4,9.090098598167738e-4,1.82607826635853e-4,2.2331397096703745e-5,3.8683589391652455e-4
par/8192,1.448375792080375e-3,1.3077270657360386e-3,1.8193159496733345e-3,6.427356974520269e-4,5.235467397314325e-5,1.1682209266718345e-3
par/16384,2.6555202668973052e-3,2.407644353100032e-3,3.452492314143156e-3,1.0529427347332901e-3,1.1652186444923687e-4,2.0446297165964585e-3
par/32768,7.215029358475686e-3,5.374870299215457e-3,1.0707844405244861e-2,5.034684644030217e-3,2.740742914099858e-3,7.440671144451654e-3
par/65536,1.191039062902236e-2,1.0188338317580991e-2,1.5501601123296722e-2,5.450312655816246e-3,3.6231709142684246e-3,7.959112330084925e-3
par/131072,1.9879702258746555e-2,1.747086605103646e-2,2.4606059586753562e-2,6.222450939824737e-3,4.895622864602321e-4,9.58635665292034e-3
par/262144,3.532122176077478e-2,3.36307407353245e-2,4.1731074801715604e-2,6.082613499352658e-3,3.812942050575802e-4,1.1388536818955628e-2
par/524288,6.873206362455009e-2,6.565211253958714e-2,7.767852980992436e-2,7.196243667878254e-3,1.4718740329853954e-3,1.218188288413439e-2
par/1048576,0.1280508637638247,0.1263323971003826,0.12950863420701353,1.7824173232753487e-3,7.985039863839846e-4,2.848344769160546e-3
par/2097152,0.24988597366958856,0.2468343037646264,0.25237794656306506,2.840419990890682e-3,8.641739179906824e-4,3.618803610181259e-3
