Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/2048,5.411557944758573e-4,5.377521751255022e-4,5.497961217187083e-4,1.5919325585567473e-5,5.631201896438159e-6,3.092168832061361e-5
par/4096,9.456489670518044e-4,8.60647883806719e-4,1.192166522892674e-3,3.9005440792480464e-4,1.2513750778453913e-5,7.505118091462224e-4
par/8192,1.6559916687900384e-3,1.5262774817133252e-3,1.9912676075368764e-3,6.036678410794943e-4,2.1381471195443236e-5,1.1020527800587514e-3
par/16384,3.053639896704329e-3,2.84027747619879e-3,3.6176007712949943e-3,9.122883384909529e-4,9.25982660960864e-5,1.7432268128899084e-3
par/32768,7.68424992952373e-3,6.010759563013183e-3,1.1472634884049489e-2,4.407015323162038e-3,2.5171794644334978e-3,6.385354913445325e-3
par/65536,1.3172933842152434e-2,1.1339104235934412e-2,1.7306890195267263e-2,5.12516031046658e-3,2.696548900118393e-3,7.7624293414411535e-3
par/131072,2.259117075283428e-2,2.0714911197022363e-2,2.8008552893348956e-2,5.33810207265232e-3,2.489526623236779e-4,8.881272264991925e-3
par/262144,4.307948421588147e-2,4.152791206746263e-2,4.752505828066358e-2,5.141597833243033e-3,5.112848374647424e-4,9.018902327998445e-3
par/524288,8.365297461368351e-2,8.134587244441112e-2,9.151567576142648e-2,6.0147886726622845e-3,7.786486610246324e-4,1.0002382312129875e-2
par/1048576,0.16111175139992162,0.15917207798635474,0.163730220463393,2.764893440209647e-3,1.4553309733032183e-3,3.93424983623832e-3
par/2097152,0.2994192979655539,0.29814492435349776,0.3012109634932131,1.4693520989759205e-3,4.155996616013811e-4,2.222486387173421e-3
