Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/10000,8.163685474734452e-3,8.011775634433975e-3,8.422574858493946e-3,9.153750016861462e-4,6.297911612686932e-4,1.126359752027895e-3
seq/20000,2.0576935158879324e-2,2.048201388959592e-2,2.10005035542444e-2,1.375211712871488e-3,1.2415128124364841e-3,1.7871907188044347e-3
seq/40000,5.167076641244262e-2,5.132693151654376e-2,5.185574598567999e-2,1.8327726172094963e-3,9.550390861197172e-4,1.9006451924188843e-3
seq/80000,0.12801883477597065,0.1254626525067059,0.13170151387298357,5.5863950381630275e-3,4.294387455869193e-3,7.1536785953378035e-3
seq/160000,0.30570783889542025,0.30333993181586266,0.30934323689900334,4.509037872171389e-3,2.61903149321974e-3,4.885989876383359e-3
seq/320000,0.7584510014761084,0.7513932495785411,0.763994902993242,1.9705225090267318e-2,5.8932797507064705e-3,2.406780046377563e-2
seq/640000,1.8525079059278748,1.8407375235886625,1.8651951523012638,2.2298657433180914e-2,6.710785614626144e-3,2.3817012701825718e-2
