Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,5.362604828613603e-3,5.262629676247502e-3,5.482437904430358e-3,6.348524322997592e-4,4.1459910942919274e-4,7.857911343184404e-4
par/20000,1.4471520035673455e-2,1.428562422311411e-2,1.4804586954255905e-2,1.0240541759899192e-3,7.735228462240345e-4,1.4319749392754124e-3
par/40000,4.103771811400594e-2,4.050998508593921e-2,4.175938291602537e-2,1.6842256032298189e-3,1.3300791132685526e-3,1.8508664058127205e-3
par/80000,0.10870026114162278,0.10514899453549026,0.11167402325423494,5.513783983375329e-3,4.283544948265337e-3,7.5350133395981015e-3
par/160000,0.27680601705797014,0.2719328519888222,0.28555235075764357,1.376508524399952e-2,9.62954097852757e-3,1.6795717056017675e-2
par/320000,0.7238802005109998,0.6920668015955016,0.7410402888005289,3.171096634322203e-2,2.095298458357868e-3,3.67733381082183e-2
par/640000,1.862162901602763,1.846321666749039,1.883028224382239,3.656559980772359e-2,1.123430554494062e-2,4.340357208310516e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,4.532285496852022e-3,4.373969875902005e-3,4.750094792359176e-3,5.998737048657085e-4,4.401778505816253e-4,6.865413447933828e-4
par/20000,1.171392802404613e-2,1.1576309660185921e-2,1.2206625498108742e-2,1.1485917956611518e-3,8.170978530353004e-4,1.3857284608524796e-3
par/40000,3.02852176392115e-2,3.02852176392115e-2,3.02852176392115e-2,2.4516672276649167e-3,1.990390342858919e-3,2.9193794781958815e-3
par/80000,7.657305368896766e-2,7.359115223464971e-2,7.827043867191404e-2,5.469466431330083e-3,2.2062305115895823e-3,7.166904032845291e-3
par/160000,0.19874290063097658,0.19594440094143564,0.20003316465299578,5.200547117884576e-3,5.200547117884576e-3,5.200547117884576e-3
par/320000,0.4909251861390658,0.48160672787344083,0.5005458812811412,1.8828493218572592e-2,6.739456304571609e-5,2.1874619267067824e-2
par/640000,1.17787518761664,1.1690699629640826,1.1897558165558924,2.2472343489698354e-2,7.1038012871676316e-3,2.376188978087157e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,3.860962636410582e-3,3.774064919390909e-3,3.939515083951957e-3,5.662893304490563e-4,4.876083890731794e-4,6.407402084868707e-4
par/20000,1.0772211138291098e-2,1.054064354630476e-2,1.0966229963016737e-2,1.0806281506799012e-3,7.87163157971749e-4,1.2395464948721552e-3
par/40000,3.0245236088235695e-2,2.9843427374991113e-2,3.1055370123682906e-2,2.2625295616180954e-3,1.360961545907728e-3,2.8549145548914237e-3
par/80000,7.443527313977293e-2,7.173787681648852e-2,7.666073823328445e-2,3.975471295532497e-3,2.9891440168691753e-3,4.368663528108926e-3
par/160000,0.17547280119057287,0.17354418178687672,0.17823091137688607,4.694422346135014e-3,1.4256816736969162e-3,5.693045197775131e-3
par/320000,0.41984358295061003,0.4133366783013722,0.4227140859390298,1.249802475837988e-2,7.066774893781492e-3,1.2580361931879289e-2
par/640000,0.9781753722345456,0.937240781262517,0.9811459318734705,2.772089399870059e-2,0.0,3.0628354806868638e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,3.278869037751906e-3,3.1372434292547234e-3,3.379814883903062e-3,5.627332275412936e-4,4.104286810723648e-4,6.499133584969595e-4
par/20000,9.123946534846222e-3,8.934276759950824e-3,9.338483617964155e-3,1.4916441716986016e-3,9.05791247583423e-4,1.842949610225913e-3
par/40000,2.918955445802016e-2,2.860162782214777e-2,2.9908573952954366e-2,2.719636667584715e-3,2.185046755549993e-3,3.4291471931968583e-3
par/80000,6.755382446660607e-2,6.640635118872919e-2,6.939421368844217e-2,4.952252426318458e-3,2.944502187409328e-3,6.517631225930389e-3
par/160000,0.1653888127304056,0.16165061458077307,0.17023020657222895,6.984606431269655e-3,4.776352515233165e-3,8.73421793581682e-3
par/320000,0.3933064634135614,0.38881812813148525,0.3975262630265206,9.994827161539105e-3,4.537648176892542e-3,1.210570897074985e-2
par/640000,0.8197170226873519,0.8116446037699158,0.8286674034510118,1.708038368432337e-2,1.679779993407439e-3,2.0171435917445208e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,3.1817398018203747e-3,3.070576426816918e-3,3.3713424982205606e-3,6.81965967817199e-4,6.247719539392411e-4,8.296562520349698e-4
par/20000,1.0742777995244802e-2,1.0298463132541201e-2,1.1177516406254227e-2,1.9712845118937464e-3,1.9403289180330286e-3,2.6090145793697026e-3
par/40000,2.9888324516724518e-2,2.9029978662112946e-2,3.042474721222679e-2,2.644217502135348e-3,1.7993960009047136e-3,3.912434030859611e-3
par/80000,7.387473607697058e-2,7.129233813399669e-2,7.548041445114612e-2,5.309492693765813e-3,3.000031192345163e-3,8.167300402816742e-3
par/160000,0.18007893323406785,0.17997339762255757,0.18064333591610193,4.498678493742098e-3,3.830443847742422e-3,5.466073130116656e-3
par/320000,0.44240905735447694,0.43865813299392664,0.44615998171502724,1.2628575175042489e-2,7.219264259854939e-3,1.4238761728167649e-2
par/640000,0.8906865356063159,0.866284888877999,0.9096827251293386,3.192846334398915e-2,1.5276717115042429e-2,3.858675149335103e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,3.3246460277950043e-3,3.1480371368450143e-3,3.6406949362956646e-3,6.996168447687121e-4,5.741448362315045e-4,9.007041115901586e-4
par/20000,1.0353670038128761e-2,1.006619348160461e-2,1.0761499166670081e-2,1.3392004465083288e-3,9.530925725296854e-4,1.6653633520450394e-3
par/40000,3.130655482580441e-2,3.0394434378522968e-2,3.2902037979802956e-2,3.791831970011358e-3,2.6029558427081594e-3,5.174540473522416e-3
par/80000,7.674895482620091e-2,7.313312240077981e-2,7.976233527452374e-2,6.8140954447584775e-3,4.627405206350894e-3,8.923868611350248e-3
par/160000,0.18376535737964636,0.17975830659270287,0.18773907349289706,6.672157814266695e-3,5.260066114580131e-3,7.750114829629534e-3
par/320000,0.44848209103414166,0.44755799788981676,0.4507199972285889,3.7446840326582523e-3,9.95444250293076e-4,4.419994854134398e-3
par/640000,0.9281102373497561,0.9019736196496524,0.9378014955436811,2.502696343533744e-2,4.206190853931251e-3,2.6554444705354938e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,3.6906527820139857e-3,3.478479991529872e-3,3.926042689610804e-3,8.867019093290946e-4,6.465779216350798e-4,1.0411367620407654e-3
par/20000,1.1797398688649756e-2,1.1349316421566282e-2,1.247075024367432e-2,1.7209441549394695e-3,1.4958127442326467e-3,2.1775532067278124e-3
par/40000,3.1292576814740736e-2,3.080249996989334e-2,3.297435590885874e-2,2.932077371678894e-3,1.7096853731965599e-3,3.984924391747216e-3
par/80000,7.92312243771148e-2,7.158448447447477e-2,8.321215916672603e-2,8.261156401677438e-3,3.541705703129573e-3,9.699907598449761e-3
par/160000,0.1900616330624972,0.18478022505425742,0.19385492310781652,9.733669523354025e-3,4.747522925778382e-3,1.049864438940903e-2
