Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/1024,2.1583152474837076e-3,1.9437502887324066e-3,2.6529121478744404e-3,9.232708783792682e-4,2.3299578718329083e-4,1.820777016152871e-3
par/2048,4.221638236298467e-3,3.6035161767255593e-3,5.728100674402186e-3,2.1556410877336648e-3,7.720690160492225e-4,3.993556868069222e-3
par/4096,7.890082166560959e-3,7.090378038400479e-3,9.607529360246371e-3,2.661713620117065e-3,1.5507154779070807e-3,3.708043724071983e-3
par/8192,1.8816379004104003e-2,1.5861266601808907e-2,2.37279629733687e-2,6.28843951500706e-3,4.2787050677104655e-3,7.7265866610866565e-3
par/16384,5.1681797678380846e-2,4.04984318958466e-2,6.241109098616381e-2,1.4644938490880206e-2,1.030502780130581e-2,1.8759621185408217e-2
par/32768,0.15047907048731815,0.10948427688159354,0.17070448084791398,3.377368173296238e-2,1.1297966130622186e-2,5.470000178783217e-2
par/65536,0.3120860036481948,0.20446420600637794,0.3797575785720255,7.939324867632644e-2,1.3607792110027134e-2,0.10907811729423462
par/131072,0.7230534043919761,0.6143534020520747,0.7717151406395715,7.36976857066892e-2,3.1927864183671772e-3,9.442082448509435e-2
par/262144,1.5700502624871053,1.5115361330099404,1.6202863570360932,5.113111903476451e-2,8.946674468461424e-3,7.136648909637276e-2
par/524288,3.3574768770486116,3.292177088034805,3.420455208979547,6.33425793217396e-2,1.616824185475707e-2,8.567591122411987e-2
par/1048576,6.740706754848361,6.648930151946843,6.815714852069505,7.967870164723286e-2,2.0736209815368056e-2,0.10227921967196751
