Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
par/10000,4.8206499351498054e-3,4.661472939859258e-3,4.880476603948878e-3,8.905202863100619e-4,8.525205508301449e-4,9.10823631395172e-4
par/20000,1.354123910346404e-2,1.3078473274218459e-2,1.3847407613363139e-2,1.7562796771664398e-3,1.6530903925753944e-3,1.7742389435626133e-3
par/40000,3.347365641346541e-2,3.287648899386851e-2,3.445636650576903e-2,2.432883527755988e-3,1.9680225132763045e-3,2.621500779311055e-3
par/80000,8.307215407501818e-2,8.171426081253837e-2,8.437498509340609e-2,6.155422457796942e-3,5.288324775901968e-3,9.517358019288248e-3
par/160000,0.21160663063767263,0.20406804899167685,0.21883217297727242,8.86590914113913e-3,6.433927242384464e-3,1.1439511436362475e-2
par/320000,0.5210937485680915,0.5173165439045988,0.5269613376585767,1.213904533477935e-2,4.827536046535424e-3,1.3266964464881006e-2
par/640000,1.1946717759419698,1.1872691538010258,1.2057768356753513,1.4012889192525056e-2,7.4003690970130265e-3,1.709562354313242e-2
