Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/2048,6.073594798212762e-4,5.956247889914364e-4,6.162336327692555e-4,2.460319248753262e-5,1.8672204487949614e-5,2.9159884837691852e-5
seq/4096,1.870040407073659e-3,1.4933958349083588e-3,2.769688058334817e-3,1.4125608998747825e-3,6.065698922541183e-4,2.5244728630376603e-3
seq/8192,4.909952157394802e-3,3.7413759490419907e-3,7.2583671371747255e-3,3.7043299785624526e-3,2.4533424048764573e-3,5.454422437628509e-3
seq/16384,1.0195964685899197e-2,7.683276485930071e-3,1.5454528763147726e-2,6.199610872230413e-3,3.921651081503602e-3,9.095213919518938e-3
seq/32768,2.0608292962242248e-2,1.647114806991912e-2,2.6987982911293493e-2,9.634821680489422e-3,6.768544555311485e-3,1.4935235500931544e-2
seq/65536,4.1247187655421014e-2,3.2594588233754204e-2,5.173543192381001e-2,1.4567282334386289e-2,9.976690936887616e-3,1.9929755781210465e-2
seq/131072,8.330948184554776e-2,6.446325630725672e-2,0.10119807820301503,2.571922559896898e-2,1.7505728913458998e-2,3.384015038292855e-2
seq/262144,0.17295286014666592,0.1368997733474576,0.19519701710661402,3.33176800472318e-2,1.3386479584661822e-2,5.0873717114534936e-2
seq/524288,0.3284577865463992,0.20814028289169073,0.4122332245654737,9.280887090601704e-2,1.833712278554836e-2,0.1287259320949223
seq/1048576,0.6663386102106111,0.6571258693002164,0.6774481555718618,1.0676798267178066e-2,8.280545007437468e-4,1.3306275498692913e-2
seq/2097152,1.3002672817189402,1.2852906314656138,1.318053219554713,1.7284983599871524e-2,2.6446996877590445e-3,2.206435007120017e-2
