Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
hs/2048,1.87761218373015e-4,1.853057516205815e-4,1.901535535168036e-4,7.5173372800961795e-6,5.671402436417668e-6,9.245171487627989e-6
hs/4096,4.2010623040733704e-4,4.162740339489988e-4,4.2343823788979596e-4,9.354071795928661e-6,6.010588737122123e-6,1.4688676201688102e-5
hs/8192,2.094400122768674e-3,1.4018094459489624e-3,3.7081044555599897e-3,2.1530227983418446e-3,1.0319580321376037e-3,3.7491342030524905e-3
hs/16384,5.379972499543958e-3,3.9020825583674424e-3,8.276809659755873e-3,4.457965855129631e-3,3.063275187266761e-3,6.9330238350261255e-3
hs/32768,1.10577091489391e-2,8.241273112772346e-3,1.588163716419485e-2,7.252899006043248e-3,5.080906517154767e-3,9.77341907979367e-3
hs/65536,2.1289194438520603e-2,1.643626125648908e-2,2.8428495816593624e-2,1.0746983736112175e-2,7.532266776788081e-3,1.5796724958929757e-2
hs/131072,4.633736511087245e-2,3.265688794088269e-2,5.9118815239522206e-2,1.793119972232705e-2,1.1656731199096394e-2,2.5813429278505634e-2
hs/262144,8.735518766122802e-2,6.414534009244076e-2,0.10416043605762197,2.6348047473043815e-2,1.0603712273513196e-2,3.619904329380168e-2
hs/524288,0.17001202624653364,0.11527441919056906,0.1964448783003415,4.3121196339794464e-2,1.1326264401513401e-2,6.025573788823739e-2
hs/1048576,0.3424085523195875,0.31960447256763774,0.3558083159150556,1.7520685022285192e-2,3.5934821935370564e-3,2.2976996614097474e-2
hs/2097152,0.6776315136133538,0.6457082831475418,0.7467917669564486,4.707218804708059e-2,3.575924609322101e-3,6.060734541811161e-2
