Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
hs/2048,1.8834328209942216e-4,1.868829007380524e-4,1.8907933686764265e-4,2.576088141689234e-6,1.0315453092928762e-6,3.760152428636313e-6
hs/4096,4.1432853960155706e-4,4.078051638178008e-4,4.1926002668168043e-4,1.5416486547730612e-5,9.520310141563703e-6,2.1095141623656847e-5
hs/8192,1.9062481433787842e-3,1.3227876669692678e-3,3.3065907670241108e-3,1.9375310804793956e-3,8.22143512704397e-4,3.5372491423720414e-3
hs/16384,5.1403882206218525e-3,3.5777560332822087e-3,7.675826339355726e-3,4.330933152511404e-3,2.6515582272214444e-3,6.814880509382545e-3
hs/32768,1.0495723309744692e-2,7.60483393811947e-3,1.3956694928521161e-2,6.820749810811205e-3,4.562711705672476e-3,1.0350522274792141e-2
hs/65536,2.146213102259116e-2,1.653826832577762e-2,2.821859318541545e-2,1.018697024747101e-2,6.929941276171413e-3,1.3869823675332902e-2
hs/131072,4.504694330308833e-2,3.346241526731121e-2,5.6174022006624795e-2,1.6406062837077347e-2,1.0705059704394634e-2,2.557851136203237e-2
hs/262144,8.603435096684499e-2,6.0861157640142154e-2,0.10265050048776041,2.5314379723227993e-2,1.0477271166165527e-2,3.433856351276342e-2
hs/524288,0.16945282352389768,0.10453900516343613,0.19416155817452818,4.058411372723197e-2,1.1010216134559391e-2,5.870210842310849e-2
hs/1048576,0.32364816901584464,0.29955606965813786,0.3614543182775378,2.909498411877042e-2,2.6539699950565987e-3,3.650310564831052e-2
hs/2097152,0.7096664598890735,0.698818252441318,0.7387958741746843,1.9488971795711355e-2,0.0,2.331224673025997e-2
