Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/2048,6.343145898995023e-4,6.312271990884025e-4,6.413766604199204e-4,1.2249011798929527e-5,8.318097792523724e-6,2.0095131308830274e-5
seq/4096,1.946806900248209e-3,1.559370772773097e-3,3.115554350569037e-3,1.4634342729037866e-3,6.455281889596724e-4,2.6974192665006292e-3
seq/8192,4.91942304422426e-3,3.6149199678338906e-3,7.592728785373117e-3,3.946832134964264e-3,2.0956712604947524e-3,6.1519480437267115e-3
seq/16384,1.061423465069402e-2,7.730515079889917e-3,1.5398219024818926e-2,7.028044418264527e-3,5.011024090099807e-3,9.711263495501386e-3
seq/32768,2.214595681616574e-2,1.70092014618609e-2,2.9578693232980943e-2,1.1057661176462797e-2,7.322753605057569e-3,1.6131047711788686e-2
seq/65536,4.4432861597634016e-2,3.5126411139956265e-2,5.743724544872017e-2,1.659641346788583e-2,1.1249920444294383e-2,2.4063116028809794e-2
seq/131072,8.757129396918448e-2,6.188164391313438e-2,0.11382038227360075,3.1557966834982715e-2,2.182168767175426e-2,4.383181041252405e-2
seq/262144,0.18554958859975967,0.1146779750706628,0.22037506099117712,4.558217850532904e-2,1.3782882517167347e-2,6.796535946760486e-2
seq/524288,0.3548261598722699,0.2515017728243644,0.47097518015652895,0.10523779645388366,3.911285342959067e-2,0.13800393903136385
seq/1048576,0.7449842588199923,0.7250906733097509,0.7806434809851149,2.528379640037193e-2,2.7308999345186692e-3,3.430101634517284e-2
seq/2097152,1.3768816018806926,1.316468529519625,1.4271032117540017,5.17482045842524e-2,1.8251228029839694e-2,7.008139827294634e-2
