Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/2048,5.467749430611368e-4,5.426714405087052e-4,5.486918156641097e-4,7.652152534534026e-6,2.1531274768127153e-6,1.2777100104411227e-5
seq/4096,1.4997965638810923e-3,1.2792520057002992e-3,1.8805939894913327e-3,8.113211949696192e-4,3.765290191289971e-4,1.3118817233752466e-3
seq/8192,4.123937355799725e-3,3.146612035686856e-3,5.555586572854475e-3,3.090403675889561e-3,1.8575586112242028e-3,4.574232586347935e-3
seq/16384,9.099482821108043e-3,6.9878097470429095e-3,1.3487108220332854e-2,5.554580325722803e-3,3.6946730934417616e-3,8.552898867149423e-3
seq/32768,1.855806497690467e-2,1.481924320494755e-2,2.350904303816762e-2,8.361020877706925e-3,6.021578104593293e-3,1.149872127282648e-2
seq/65536,3.6753865103164564e-2,2.926237294340749e-2,4.5400279577571326e-2,1.2385812490811153e-2,8.521043818000945e-3,1.7710582892315394e-2
seq/131072,7.18572603562285e-2,5.5872714236038665e-2,9.048282826474557e-2,2.1706306613580764e-2,1.3668237247587525e-2,3.134792341580717e-2
seq/262144,0.1433805955219127,0.11037002085885476,0.17013572550689182,3.733301210308258e-2,1.6446604697307677e-2,5.212528839872791e-2
seq/524288,0.25932409040319426,0.2095826067496091,0.28751640640199183,4.229923748330522e-2,4.850516612777661e-3,5.612365697156473e-2
seq/1048576,0.530922267731512,0.44672487396746874,0.6175126838788856,9.162583239247794e-2,6.944002628256822e-2,0.1033383083162261
seq/2097152,0.8285358708914524,0.8003264317521825,0.8603219333745074,3.1264175189743275e-2,7.855230864758311e-3,4.123860311645489e-2
