Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/2048,6.171163509265824e-4,6.168481351900332e-4,6.174841808104278e-4,8.928516278698474e-7,7.002176318664697e-7,1.2161206193482456e-6
seq/4096,1.82975786629031e-3,1.4780542310460793e-3,2.4841324592432576e-3,1.3465695631522e-3,6.149119934442377e-4,2.239291712553987e-3
seq/8192,4.5881119661988394e-3,3.474805597566009e-3,6.984773555964907e-3,3.358733962283514e-3,1.9534410917180813e-3,5.50787027226069e-3
seq/16384,9.711643760284763e-3,7.445114334434131e-3,1.4068072317732053e-2,6.014007850310811e-3,4.052434143644245e-3,8.756885434294343e-3
seq/32768,2.074357742398642e-2,1.6067562860683598e-2,2.7104738994265697e-2,9.67935649423186e-3,7.012054113832918e-3,1.3815489675928412e-2
seq/65536,4.165140509113038e-2,3.1904417187887044e-2,5.094744889392334e-2,1.477766299962989e-2,1.0510940137186163e-2,1.932159752238862e-2
seq/131072,8.231088617360147e-2,6.250835993194155e-2,0.10372627471483106,2.590289522916632e-2,1.796974874509157e-2,3.643654291521067e-2
seq/262144,0.1702307517567434,0.12722976158886237,0.192459027611074,3.495414381781013e-2,1.0961483149135254e-2,5.574912189533408e-2
seq/524288,0.3098650234363352,0.2069685268215835,0.3570489013024295,7.09878895747027e-2,1.5453642311816507e-3,8.754116106146503e-2
seq/1048576,0.6656596230556412,0.6577680430006391,0.6776857496006414,1.1448206771636351e-2,1.0683706689936234e-3,1.4503398889466518e-2
seq/2097152,1.2355679801354806,1.2075105938517179,1.2769439229741693,3.317809313578886e-2,0.0,4.084819611573965e-2
