Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/2048,6.222035937521437e-4,6.191954836084542e-4,6.266688854256117e-4,1.0658429799772961e-5,6.815356316132587e-6,1.7304846373081875e-5
seq/4096,1.8839718385435533e-3,1.4954818660225077e-3,2.765703498712247e-3,1.4601031888046674e-3,6.35893068507842e-4,2.573748704095504e-3
seq/8192,4.748291113382249e-3,3.5305445772775626e-3,6.792142451483919e-3,3.7084393993393775e-3,1.9974763177314013e-3,5.52980563959486e-3
seq/16384,1.0150990977528947e-2,7.38475978403238e-3,1.3887732790366012e-2,6.574804059199021e-3,3.918099634388678e-3,9.924998421315667e-3
seq/32768,2.2156812350206487e-2,1.7021181146141637e-2,2.862554406556113e-2,1.0838557527787286e-2,7.854903255071417e-3,1.4988572994921871e-2
seq/65536,4.2812899060625874e-2,3.3962503487170184e-2,5.7708282269043724e-2,1.612512444606308e-2,1.1586242847415619e-2,2.24695425374031e-2
seq/131072,8.426854857329831e-2,6.456883121023162e-2,0.10768057305917696,2.830085411706107e-2,1.8475640336024942e-2,3.799390988794728e-2
seq/262144,0.17920013061698734,0.12829878622950572,0.21012006167632838,4.17286334757347e-2,1.2150424277387516e-2,6.701719423730795e-2
seq/524288,0.33512137532428216,0.2168948701582849,0.4179153203149326,9.264678014047224e-2,1.426988106686622e-3,0.13075870516353635
seq/1048576,0.712600452893336,0.7057511324528605,0.7185013660637196,6.334445200235018e-3,1.1774583836086094e-3,7.701253764828145e-3
seq/2097152,1.337524324626429,1.3162114920269232,1.367360758187715,2.8445990975970326e-2,4.66997193871066e-3,3.714835545245626e-2
