Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
seq/2048,5.692280727307287e-4,5.681024879957496e-4,5.715207753886808e-4,4.129626869831088e-6,2.1903657605925115e-6,5.792037860085944e-6
seq/4096,1.7405422643163634e-3,1.4016764462662183e-3,2.6646685574600983e-3,1.3150872335570484e-3,6.064824039049086e-4,2.4326972612328033e-3
seq/8192,4.398798814134003e-3,3.3892148567267327e-3,6.099577407597983e-3,3.318864056926416e-3,1.88022756626359e-3,4.81835807598918e-3
seq/16384,9.512954723300139e-3,7.339380586287568e-3,1.3015636229975128e-2,5.855427716756553e-3,3.767260508948965e-3,8.663276427582892e-3
seq/32768,1.9402034305225753e-2,1.4998342960255831e-2,2.5512151763123426e-2,9.307690948252784e-3,6.588886777231299e-3,1.2886394723181996e-2
seq/65536,3.8804283108798944e-2,3.070498999088199e-2,4.979471356306061e-2,1.4123623865605672e-2,1.0003255002321888e-2,1.951383552351697e-2
seq/131072,7.804844894304147e-2,5.974414574163449e-2,9.79258903407026e-2,2.5090906994487013e-2,1.4797351382017435e-2,3.490836695654742e-2
seq/262144,0.16210088553873275,0.10414550343186271,0.1830636195358535,3.4374411753267234e-2,1.1014105064416621e-2,5.87720841975796e-2
seq/524288,0.30217904256811984,0.215452076215297,0.34474390460333476,6.415121004747908e-2,1.4184119299868868e-2,8.902623981399477e-2
seq/1048576,0.6532566020808493,0.6288046727422625,0.6656407753859337,1.748819177641612e-2,2.9186857380677587e-3,2.2726676646254107e-2
seq/2097152,1.1654746397495426,1.1232039864407852,1.2137738607998472,4.760762180902351e-2,1.1688064027111977e-2,6.522198384732758e-2
