Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
hs/2048,2.0521827240844103e-4,2.0235951499004623e-4,2.098616884031407e-4,1.074959164626805e-5,6.09626594894124e-6,1.7922142763841993e-5
hs/4096,4.713970933034732e-4,4.629367215197889e-4,4.946743078370805e-4,3.6695754995901145e-5,1.239369675013241e-5,6.959571584881602e-5
hs/8192,2.6046809794960557e-3,1.835812000345609e-3,4.370339680362347e-3,3.0670882866678535e-3,1.8090663290589103e-3,4.6526151933934225e-3
hs/16384,6.69557592117111e-3,4.502188445915077e-3,1.095859476207548e-2,6.161081504701009e-3,4.0375371075685295e-3,8.513818246261242e-3
hs/32768,1.3226034616588257e-2,8.953755670183737e-3,2.0545725317447264e-2,9.730085059496095e-3,6.723129774106715e-3,1.3980824830657969e-2
hs/65536,2.745334177576711e-2,2.084150962394927e-2,3.903039166251614e-2,1.3726495078358943e-2,1.0049338235555679e-2,1.7711817505764386e-2
hs/131072,5.6756767934652744e-2,3.7490296835542454e-2,7.414408267926359e-2,2.2717504708991094e-2,1.507789597932322e-2,3.0240400353199814e-2
hs/262144,0.10475237026271532,6.749319574252392e-2,0.12965157807498362,3.638705338096723e-2,2.4061338722801754e-2,4.7260110588651885e-2
hs/524288,0.21194466557353733,0.14763615195794652,0.24590279923803693,5.6830872962323434e-2,1.201300994740203e-2,8.708402471064543e-2
hs/1048576,0.43910500811762176,0.4133356525853742,0.46964570303680375,2.9821312139777987e-2,7.008150278124958e-3,4.065005874855449e-2
hs/2097152,0.8677815101303471,0.855110241274815,0.8776877741329372,1.2293224228658048e-2,3.48215332875651e-3,1.664194313114819e-2
